iter	Logloss
553	0.3770069903
554	0.3768252322
555	0.3766540211
556	0.3764872669
557	0.3763277178
558	0.3761542082
559	0.3759724528
560	0.375791534
561	0.3756195825
562	0.3754437647
563	0.3752788277
564	0.3751009397
565	0.3749822517
566	0.374823495
567	0.374671074
568	0.37452339
569	0.3743752474
570	0.374224626
571	0.3740868773
572	0.3739362882
573	0.3737872801
574	0.3736293775
575	0.3734477654
576	0.3732836662
577	0.3731300014
578	0.3730256134
579	0.3728753909
580	0.3727336245
581	0.3725828869
582	0.3724195954
583	0.3722630432
584	0.3720693932
585	0.3718884707
586	0.3717747562
587	0.371622147
588	0.3715234195
589	0.3713755962
590	0.3712167035
591	0.3710741785
592	0.3709167204
593	0.370764977
594	0.370620729
595	0.3704749854
596	0.3703085561
597	0.370184005
598	0.370066479
599	0.369899972
600	0.3697572999
601	0.3696679147
602	0.3695189286
603	0.3693581038
604	0.3692833513
605	0.3691393315
606	0.3689967711
607	0.368859648
608	0.3687287156
609	0.36859964
610	0.3685037231
611	0.3683447461
612	0.3682092615
613	0.3680510475
614	0.367910347
615	0.3677812525
616	0.3676185436
617	0.3674608971
618	0.3673213251
619	0.367251212
620	0.3671044555
621	0.3669707623
622	0.3668975013
623	0.366773365
624	0.3666369011
625	0.3664710958
626	0.3663308434
627	0.3661559623
628	0.3660418469
629	0.3659008673
630	0.3657690488
631	0.3656039821
632	0.3654505284
633	0.3653251391
634	0.3652048251
635	0.3650453107
636	0.364920703
637	0.364791013
638	0.3646510134
639	0.3645175628
640	0.3643664683
641	0.3641994585
642	0.3641284462
643	0.3639978295
644	0.3638575954
645	0.363735218
646	0.3635896113
647	0.3634265009
648	0.3633144362
649	0.3631677415
650	0.3630235119
651	0.362877051
652	0.3627566399
653	0.3626158533
654	0.3625452483
655	0.3623843071
656	0.3622292342
657	0.362096767
658	0.3619602919
659	0.3618219587
660	0.3616827064
661	0.3615364513
662	0.3613964931
663	0.361251199
664	0.3611641002
665	0.3610392462
666	0.3608665216
667	0.3607274391
668	0.3605999126
669	0.3604399017
670	0.360322407
671	0.3601554868
672	0.3600191464
673	0.3598905656
674	0.3597791346
675	0.3596487159
676	0.3595071175
677	0.3593537611
678	0.3592429388
679	0.359071215
680	0.3589137487
681	0.3587789904
682	0.3586655012
683	0.3586018004
684	0.3584554024
685	0.3583345984
686	0.358210112
687	0.3580619455
688	0.3579209882
689	0.3577832527
690	0.3576306458
691	0.3574832228
692	0.3573506734
693	0.357275141
694	0.3571572907
695	0.3570336195
696	0.3568759455
697	0.3567456682
698	0.3566355545
699	0.3564948956
700	0.356367425
701	0.3562531713
702	0.3561421454
703	0.3560044873
704	0.3558626909
705	0.3557327726
706	0.3555885676
707	0.3554499228
708	0.3552862595
709	0.3551522334
710	0.3550213816
711	0.3548920346
712	0.3547385896
713	0.3545890191
714	0.3544648472
715	0.3544062013
716	0.3542551578
717	0.3540725625
718	0.3539968653
719	0.3538606048
720	0.3537248206
721	0.3536175869
722	0.3534892423
723	0.3533791257
724	0.3532485499
725	0.3531181344
726	0.3529571629
727	0.3527860923
728	0.352717183
729	0.35257471
730	0.3524344113
731	0.3522580271
732	0.3521286501
733	0.3520160631
734	0.3518710178
735	0.3517991528
736	0.3517102796
737	0.3515930528
738	0.3514697709
739	0.3513551862
740	0.3512917572
741	0.3511651334
742	0.3510318663
743	0.3509034684
744	0.3507298914
745	0.3505951287
746	0.3505431741
747	0.3504141144
748	0.3502552343
749	0.3500487975
750	0.3498942088
751	0.3497572163
752	0.3496916321
753	0.3495728881
754	0.3494390245
755	0.3493711374
756	0.3492269271
757	0.349106464
758	0.348979196
759	0.3488316121
760	0.3487265269
761	0.3486097801
762	0.3484984181
763	0.3483728582
764	0.3482213005
765	0.3480672574
766	0.3479948976
767	0.3478502455
768	0.3477523658
769	0.3476437306
770	0.3475139466
771	0.3474035378
772	0.3472804177
773	0.3471514568
774	0.347092407
775	0.3469734941
776	0.3468245308
777	0.3467247995
778	0.3466059102
779	0.3464743909
780	0.3463630689
781	0.3462582849
782	0.3461500951
783	0.346036126
784	0.3459066349
785	0.3457789493
786	0.3457358021
787	0.3456238972
788	0.3454979388
789	0.3453849583
790	0.3452627768
791	0.3451580847
792	0.3450718079
793	0.3449560754
794	0.3448441422
795	0.3447420873
796	0.3446093366
797	0.3444775788
798	0.3444289559
799	0.3442829544
800	0.3441758853
801	0.3440671223
802	0.3439527623
803	0.3439009089
804	0.3438248815
805	0.3437405524
806	0.3436136617
807	0.3434699336
808	0.3434153977
809	0.3433020528
810	0.3431959153
811	0.3430826255
812	0.3429809723
813	0.3428596473
814	0.3427886868
815	0.3426875104
816	0.3425656032
817	0.3424468544
818	0.3423639551
819	0.3422518968
820	0.342133813
821	0.3420128431
822	0.34187065
823	0.3417341441
824	0.3416006406
825	0.3414903816
826	0.3413697114
827	0.3412657434
828	0.3411554891
829	0.3410532516
830	0.3409464948
831	0.3407967352
832	0.3406776945
833	0.3405604476
834	0.3404877105
835	0.3403609108
836	0.3402541436
837	0.3401181992
838	0.3400653421
839	0.3399362646
840	0.3398511514
841	0.3398050628
842	0.3396565481
843	0.3396022801
844	0.3394625895
845	0.3393213458
846	0.339207996
847	0.3391007386
848	0.3390006351
849	0.338946353
850	0.3388339743
851	0.3387203483
852	0.3385926625
853	0.3385042727
854	0.3384669696
855	0.338339586
856	0.3382124945
857	0.3381054544
858	0.3380236439
859	0.3379267379
860	0.3378197534
861	0.3377098566
862	0.3375813534
863	0.3374752331
864	0.3373562438
865	0.3372345179
866	0.3371951618
867	0.3370397302
868	0.3369614754
869	0.3368519756
870	0.336803784
871	0.3366842258
872	0.3366395398
873	0.3365357299
874	0.3364842933
875	0.3363722626
876	0.3362166103
877	0.3360942036
878	0.3359728896
879	0.3358650658
880	0.3358134543
881	0.3357098911
882	0.3355762141
883	0.3354369137
884	0.3353214604
885	0.3351935378
886	0.3350884316
887	0.3349986077
888	0.3349043728
889	0.3348003507
890	0.3347395518
891	0.3346246075
892	0.3344913304
893	0.3343995777
894	0.3343107693
895	0.3341993953
896	0.3341103269
897	0.3339842081
898	0.3338880011
899	0.3337534736
900	0.3336378936
901	0.3335368783
902	0.3334097472
903	0.3333703682
904	0.3332615724
905	0.3331813532
906	0.3330664332
907	0.3329558959
908	0.3328951834
909	0.3327701707
910	0.3326744604
911	0.3326350788
912	0.3325241725
913	0.3324132189
914	0.3323076946
915	0.3321703358
916	0.3320882726
917	0.3320265079
918	0.3319158526
919	0.3317743735
920	0.3316885349
921	0.3315867291
922	0.331484257
923	0.3313790316
924	0.3313437042
925	0.331202288
926	0.3310963145
927	0.3309918069
928	0.3308578791
929	0.3307487205
930	0.3306335073
931	0.330526414
932	0.3304379453
933	0.3303494551
934	0.3302993015
935	0.3302639655
936	0.3301590746
937	0.330061985
938	0.3299584093
939	0.3298625888
940	0.3297658974
941	0.3297141041
942	0.3295894475
943	0.3294851467
944	0.3293794321
945	0.329278139
946	0.3291420776
947	0.3290060627
948	0.3289678081
949	0.3288921673
950	0.3288445394
951	0.3287733914
952	0.3286683369
953	0.3285616632
954	0.3284504384
955	0.3283501361
956	0.3282290191
957	0.3281234714
958	0.3280348767
959	0.3279358204
960	0.3278335418
961	0.3277319132
962	0.3276334204
963	0.3275441074
964	0.3274451683
965	0.3274100682
966	0.3272938486
967	0.3272398098
968	0.3271158234
969	0.3270111941
970	0.3268993554
971	0.3267734085
972	0.3267399877
973	0.3266274693
974	0.3265681577
975	0.326440179
976	0.3263379429
977	0.326236459
978	0.3261594426
979	0.3260587668
980	0.3259513275
981	0.325832233
982	0.325733459
983	0.3256502344
984	0.3255495244
985	0.3254559469
986	0.3254166021
987	0.325294545
988	0.3252399159
989	0.3251536282
990	0.3250465918
991	0.3249629117
992	0.3248581196
993	0.3247758548
994	0.3246521883
995	0.3245534664
996	0.3244490876
997	0.3243179172
998	0.3242040111
999	0.3241136641
